Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_id_unique,Sample Name,SRA Study,SampleID (run)
SRR11395505,AMPLICON,436,20957654,PRJNA607574,SAMN14429927,Metagenome or environmental,10110598,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974600,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1325E..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1325E,1325E,SRP250041,
SRR11395506,AMPLICON,437,18480672,PRJNA607574,SAMN14429926,Metagenome or environmental,9167981,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974599,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1325D..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1325D,1325D,SRP250041,
SRR11395507,AMPLICON,436,14243840,PRJNA607574,SAMN14429925,Metagenome or environmental,6702379,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974598,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1325C..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1325C,1325C,SRP250041,
SRR11395508,AMPLICON,436,28045710,PRJNA607574,SAMN14429520,Metagenome or environmental,14145920,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974597,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1103B..pool676,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1103B,1103B,SRP250041,
SRR11395509,AMPLICON,436,31090410,PRJNA607574,SAMN14429924,Metagenome or environmental,14112691,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974596,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1325B..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1325B,1325B,SRP250041,
SRR11395510,AMPLICON,436,21577182,PRJNA607574,SAMN14429923,Metagenome or environmental,10344233,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974595,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1325A..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1325A,1325A,SRP250041,
SRR11395511,AMPLICON,436,8416000,PRJNA607574,SAMN14429922,Metagenome or environmental,4134351,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974594,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1324E..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1324E,1324E,SRP250041,
SRR11395512,AMPLICON,436,8929689,PRJNA607574,SAMN14429921,Metagenome or environmental,4176219,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974593,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1324D..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1324D,1324D,SRP250041,
SRR11395513,AMPLICON,436,16600438,PRJNA607574,SAMN14429920,Metagenome or environmental,7640432,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974592,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1324C..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1324C,1324C,SRP250041,
SRR11395514,AMPLICON,436,17270483,PRJNA607574,SAMN14429919,Metagenome or environmental,8135433,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974591,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1324B..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1324B,1324B,SRP250041,
SRR11395515,AMPLICON,436,12620153,PRJNA607574,SAMN14429918,Metagenome or environmental,6575633,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974590,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1324A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1324A,1324A,SRP250041,
SRR11395516,AMPLICON,436,16291768,PRJNA607574,SAMN14429917,Metagenome or environmental,8240342,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974589,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1323A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1323A,1323A,SRP250041,
SRR11395517,AMPLICON,436,19215862,PRJNA607574,SAMN14429916,Metagenome or environmental,9557453,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974588,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1322B..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1322B,1322B,SRP250041,
SRR11395518,AMPLICON,436,27684936,PRJNA607574,SAMN14429915,Metagenome or environmental,13439607,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974587,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1322A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1322A,1322A,SRP250041,
SRR11395519,AMPLICON,436,23864837,PRJNA607574,SAMN14429519,Metagenome or environmental,11866592,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974586,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1103A..pool676,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1103A,1103A,SRP250041,
SRR11395520,AMPLICON,436,52447997,PRJNA607574,SAMN14429914,Metagenome or environmental,20769507,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974585,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321J..pool845,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321J,1321J,SRP250041,
SRR11395521,AMPLICON,436,5936153,PRJNA607574,SAMN14429913,Metagenome or environmental,3878927,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974584,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321I..pool794,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321I,1321I,SRP250041,
SRR11395522,AMPLICON,436,19388127,PRJNA607574,SAMN14429912,Metagenome or environmental,8997523,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974583,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321H..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321H,1321H,SRP250041,
SRR11395523,AMPLICON,436,11929197,PRJNA607574,SAMN14429911,Metagenome or environmental,5294119,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974582,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321G..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321G,1321G,SRP250041,
SRR11395524,AMPLICON,445,163781,PRJNA607574,SAMN14429910,Metagenome or environmental,152387,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974581,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321F..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321F,1321F,SRP250041,
SRR11395525,AMPLICON,436,13636866,PRJNA607574,SAMN14429909,Metagenome or environmental,6774338,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974580,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321E..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321E,1321E,SRP250041,
SRR11395526,AMPLICON,436,3604707,PRJNA607574,SAMN14429908,Metagenome or environmental,2360621,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974579,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321D..pool794,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321D,1321D,SRP250041,
SRR11395527,AMPLICON,436,16659645,PRJNA607574,SAMN14429907,Metagenome or environmental,8037505,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974578,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321C..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321C,1321C,SRP250041,
SRR11395528,AMPLICON,436,19741088,PRJNA607574,SAMN14429906,Metagenome or environmental,9007299,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974577,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321B..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1321B,1321B,SRP250041,
SRR11395529,AMPLICON,437,18824636,PRJNA607574,SAMN14429905,Metagenome or environmental,8513964,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974576,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1321A..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1321A,1321A,SRP250041,
SRR11395530,AMPLICON,435,495164,PRJNA607574,SAMN14429518,Metagenome or environmental,453221,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974575,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1102O..pool571,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1102O,1102O,SRP250041,
SRR11395531,AMPLICON,437,15723762,PRJNA607574,SAMN14429904,Metagenome or environmental,7337157,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974574,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1319A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1319A,1319A,SRP250041,
SRR11395532,AMPLICON,436,25149106,PRJNA607574,SAMN14429903,Metagenome or environmental,11738310,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974573,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1318A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1318A,1318A,SRP250041,
SRR11395533,AMPLICON,436,18895137,PRJNA607574,SAMN14429902,Metagenome or environmental,8887795,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974572,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1317A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1317A,1317A,SRP250041,
SRR11395534,AMPLICON,436,16848639,PRJNA607574,SAMN14429901,Metagenome or environmental,7971588,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974571,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1315A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1315A,1315A,SRP250041,
SRR11395535,AMPLICON,438,6863527,PRJNA607574,SAMN14429900,Metagenome or environmental,3643896,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974570,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1313A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1313A,1313A,SRP250041,
SRR11395536,AMPLICON,436,22009996,PRJNA607574,SAMN14429899,Metagenome or environmental,11390426,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974569,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1311A..pool687,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1311A,1311A,SRP250041,
SRR11395537,AMPLICON,436,21266126,PRJNA607574,SAMN14429898,Metagenome or environmental,11672359,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974568,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1310A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1310A,1310A,SRP250041,
SRR11395538,AMPLICON,436,13636502,PRJNA607574,SAMN14429897,Metagenome or environmental,6583586,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974567,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1309C..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1309C,1309C,SRP250041,
SRR11395539,AMPLICON,436,13671244,PRJNA607574,SAMN14429896,Metagenome or environmental,6325404,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974566,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1309B..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1309B,1309B,SRP250041,
SRR11395540,AMPLICON,436,13982679,PRJNA607574,SAMN14429895,Metagenome or environmental,6617490,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974565,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1309A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1309A,1309A,SRP250041,
SRR11395541,AMPLICON,434,19199639,PRJNA607574,SAMN14429517,Metagenome or environmental,14483800,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974564,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1102J..pool571,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:05:00Z,1,1102J,1102J,SRP250041,
SRR11395542,AMPLICON,435,11813579,PRJNA607574,SAMN14429894,Metagenome or environmental,5684280,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974563,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1308E..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1308E,1308E,SRP250041,
SRR11395543,AMPLICON,436,9959249,PRJNA607574,SAMN14429893,Metagenome or environmental,4811042,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974562,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1308D..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:05:00Z,1,1308D,1308D,SRP250041,
SRR11395544,AMPLICON,436,15702440,PRJNA607574,SAMN14429892,Metagenome or environmental,7766542,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974561,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1308C..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1308C,1308C,SRP250041,
SRR11395545,AMPLICON,436,15300541,PRJNA607574,SAMN14429891,Metagenome or environmental,7801594,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974560,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1308B..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1308B,1308B,SRP250041,
SRR11395546,AMPLICON,436,17464011,PRJNA607574,SAMN14429890,Metagenome or environmental,8599749,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974559,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1308A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1308A,1308A,SRP250041,
SRR11395547,AMPLICON,436,14217580,PRJNA607574,SAMN14429889,Metagenome or environmental,6974644,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974558,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1307A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1307A,1307A,SRP250041,
SRR11395548,AMPLICON,436,17158372,PRJNA607574,SAMN14429888,Metagenome or environmental,8371101,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974557,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1306A..pool774,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1306A,1306A,SRP250041,
SRR11395549,AMPLICON,445,82771,PRJNA607574,SAMN14429887,Metagenome or environmental,115257,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974556,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1305L..pool773,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1305L,1305L,SRP250041,
SRR11395550,AMPLICON,436,4365,PRJNA607574,SAMN14429886,Metagenome or environmental,83771,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974555,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1305F..pool773,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:03:00Z,1,1305F,1305F,SRP250041,
SRR11395551,AMPLICON,436,24195822,PRJNA607574,SAMN14429885,Metagenome or environmental,11078627,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7974554,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1304D..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1304D,1304D,SRP250041,
SRR11395552,AMPLICON,434,16087663,PRJNA607574,SAMN14429516,Metagenome or environmental,12143334,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974553,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1102I..pool571,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1102I,1102I,SRP250041,
SRR11395553,AMPLICON,436,22443653,PRJNA607574,SAMN14429884,Metagenome or environmental,10694968,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7974552,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1304C..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:05:00Z,1,1304C,1304C,SRP250041,
SRR11395554,AMPLICON,436,15269389,PRJNA607574,SAMN14429883,Metagenome or environmental,7257586,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7974551,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1304B..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1304B,1304B,SRP250041,
SRR11395555,AMPLICON,437,14019883,PRJNA607574,SAMN14429882,Metagenome or environmental,8306130,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7974550,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1304A..pool764,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1304A,1304A,SRP250041,
SRR11395556,AMPLICON,436,10291562,PRJNA607574,SAMN14429881,Metagenome or environmental,5096877,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7974549,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1301B..pool773,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1301B,1301B,SRP250041,
SRR11395557,AMPLICON,436,6274731,PRJNA607574,SAMN14429880,Metagenome or environmental,2925475,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7974548,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1301A..pool721,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-03-23T00:00:00Z,2020-03-23T20:04:00Z,1,1301A,1301A,SRP250041,
